date      Food   Beer   Smoke  Games  Books  Hshld  Clths  Hlth   Chems  Txtls  Cnstr  Steel  FabPr  ElcEq  Autos  Carry  Mines  Coal   Oil    Util   Telcm  Servs  BusEq  Paper  Trans  Whlsl  Rtail  Meals  Fin    Other
198005   7.86   9.76   8.95   4.69   9.64   6.41   1.45   6.96   7.58   7.59   8.59   5.17   5.93   7.89   3.14   0.38   7.53  16.19   3.94   4.61   5.02   7.60   4.80   6.91  11.40  12.28   9.49  12.08   7.88   7.42
198006   2.05   3.73   5.66   0.30   2.80   1.16   4.17   0.21   2.28   1.80   4.82   2.40   6.32   0.60   1.80   0.31  13.21   6.43   5.80   4.54  -0.58   4.06   3.11   1.04   1.61   1.97   2.41   4.17   4.90   4.66
198007   5.29   9.02   7.33   8.56  10.93  10.39  15.01   8.89   8.60  11.47  12.79  12.76  11.80  14.60  12.86  11.32   8.22   6.52   1.61  -0.12   1.02  12.84  15.22   9.72  16.52  11.97  10.97   9.16   3.21   9.12
198008   0.18   1.26  -0.76   3.91   5.10   0.85   1.73   0.30   3.14   4.94   1.16   1.09   0.98  -0.82   3.15   2.00   6.16   0.12   3.83  -1.08   6.31   7.02   3.61  -0.12   0.27   7.02   0.32   0.20   1.88   4.92
198009  -0.77   1.06  -1.56   3.61   3.95   0.50   2.77   3.60   2.10  -0.15   1.70   4.59   5.90   1.74   1.85   4.34  12.29   7.18   6.80   0.17  -1.59   5.83   2.02  -0.19   1.59   7.24  -0.74   3.47   2.64   3.59
198010  -1.19   0.47   3.88   0.37  -0.64   0.53   0.81  -1.29  -0.98   1.79   3.83  -1.03   3.48   2.49  -4.23  -2.86  -0.41   0.67   8.09   2.01  -3.24   4.17   1.79   0.56   6.42  -0.29  -1.81  -1.67   0.06   3.30
198011  -0.30   0.18   2.43  17.44   3.67   5.49   2.77   8.81   9.30  -1.79   6.65   5.55  12.59  11.93  -1.09  17.69   7.20  14.50  24.66   7.51   0.01   9.94   9.79   5.88  13.06   9.06   0.93  -1.99   5.59  10.34
198012   3.11  -4.07   0.82  -3.71   1.35  -0.84  -1.49   4.61  -1.95  -2.48  -4.20  -4.30  -4.10  -4.62  -0.18   5.20  -7.76  -9.71 -10.88  -2.02   0.83  -2.78  -1.27  -2.70  -5.70  -6.74   0.22  -0.11   3.17  -2.14
198101   2.30   4.56  -1.07  -4.15  -1.15  -0.99   7.82  -1.57   0.79   7.34  -2.10   0.72  -6.65  -2.48  -1.14  -7.77  -8.07  -7.97 -10.38  -2.72   5.53  -1.65  -8.24   1.26   2.21  -3.13   0.49   1.13  -2.50  -3.38
198102   2.27   3.17   3.27   3.61   2.43   8.95   2.46   1.85   3.89   1.21   3.48   2.55   3.44   2.01   6.82  -3.42  -3.58  -0.69  -0.47  -1.32   2.16   0.88   0.52   7.28   2.05  -1.39   3.21   7.16   1.95   1.11
198103   6.94   7.96   5.44  13.56   8.05   2.99   8.73   5.87   2.58   4.77   8.30  19.95   5.58   9.38   7.86   2.68  16.71   4.29  -2.56   2.96   1.16   9.58   4.73   6.02  11.76  13.00  13.46   9.41   6.87   5.76
198104   0.02  -2.05   1.01   2.06   5.52  -0.49  -3.27   3.00  -2.34  10.65  -1.98  -1.58   0.04   5.08   1.63   0.90  -0.40  -6.47  -7.46  -2.58   6.21   4.54  -0.09  -3.26   1.97  -1.35   4.27   4.60   0.64   2.73
198105   2.74   1.28   1.89   6.08   4.87  -0.17   1.67   3.47  -1.37   0.62   0.18  -0.08  -0.97   3.35   2.92  -0.90  -0.16   0.37  -4.06   1.95   7.14   2.89   4.25  -0.43   5.28   1.94   2.57   3.06   2.77   2.60
198106  -0.94   0.60   1.33  -6.63  -0.79  -1.62   1.60  -5.58   2.27  -0.28  -1.69  -6.36  -3.08  -4.61  -2.65  -2.59  -2.54   1.15   4.80   3.45  -1.91  -4.06  -6.75   0.05  -6.97  -2.56  -1.17  -1.26   1.72  -3.76
198107  -1.08  -1.08   2.19  -7.05  -2.11  -2.87   0.27  -3.89  -3.76  -3.03  -5.31   0.18   0.74  -5.42  -3.53  -6.72   4.92   9.09   7.85   2.81   0.37  -3.55  -3.66  -3.61  -4.34  -3.50  -2.80  -6.18  -3.08  -1.42
198108  -4.92  -5.72  -5.68  -5.98  -4.08  -6.21  -5.68  -7.75  -6.40  -6.82  -6.26  -7.23  -6.78  -4.46  -8.84 -11.44   0.64 -12.37  -6.34  -0.83  -0.80  -6.34  -7.14  -7.18  -7.85  -2.18  -6.07 -10.35  -5.15  -7.58
198109  -2.03  -0.63   0.23  -2.11  -4.89  -2.34  -3.15  -1.33  -8.97  -2.20  -9.07  -9.52  -9.76  -5.37  -3.97  -4.89 -15.60  -8.74 -12.34  -5.56   2.81  -6.75  -3.69  -6.74  -5.67  -9.31  -2.81  -3.12  -2.52  -8.48
198110   8.97   8.27   5.87  11.46   8.81   1.53   2.69   7.95   6.20   5.86   0.38   1.24   4.27   4.00  -8.74   7.66  -0.58  13.92   9.96   4.86   6.03  10.69   4.64   1.63   9.01   9.00   5.53  10.84   7.45   9.12
198111   1.75   3.36   3.75   0.54   5.29   5.95   0.50   3.93   3.81   0.28   6.20   4.41   5.75   3.52   2.76  -2.15   2.79   5.39   6.88   5.91   2.64   3.61   1.72   9.17   4.81   1.42   1.18   1.65   5.67   1.33
198112   0.32  -2.15  -5.91  -1.51  -3.04  -1.28  -2.41  -0.75  -2.45   1.04  -1.82  -2.66  -2.54  -0.56   3.16   0.35  -6.70  -5.89  -6.55  -2.33  -1.43  -1.76   0.16  -1.88  -3.81  -2.89  -1.77  -3.39  -3.86  -2.83
198201  -0.52   1.84   0.68   4.26  -4.41   4.74  -1.30   1.45  -4.85   2.29  -6.46  -8.90  -5.43  -2.10  -0.96  -3.30 -14.94  -7.52  -8.59  -0.69   0.67  -4.11   3.16  -3.42  -3.56  -2.09   1.21  -0.59  -2.16  -3.87
198202  -0.73  -1.55  -3.66  -6.01  -1.42  -3.34  -4.01  -1.81  -7.35  -5.10  -5.90  -4.71  -8.24  -3.92  -3.13  -6.10  -7.95 -12.93 -10.92  -0.45  -5.70  -5.20  -5.01  -2.54  -4.94  -3.33  -0.60  -2.63  -2.91  -4.07
198203   3.18   4.73   3.65   5.26  -0.06   0.99   0.81  -2.57  -1.24   0.45  -3.03  -5.17  -4.30   2.39   4.75   0.45 -12.25  -6.59  -3.58   1.63   2.05  -2.17  -3.81  -1.68   0.79  -0.87   4.94   7.23  -1.04  -1.85
198204   6.39   9.92   7.13   4.08   5.19   2.08   5.92   7.33   4.89  10.17   3.06   1.60   0.48   6.62   5.14   6.77  -0.33   3.36   4.41   3.83  -0.17   7.99   7.37   3.58   3.56   3.08   6.09   5.27   3.29   6.25
198205  -2.48  -2.50  -4.66  -5.22  -5.32  -1.99   0.21  -3.05  -4.43  -2.94  -4.96  -6.82  -7.97  -3.49   0.08  -5.23  -6.97 -10.13   2.61  -0.50  -1.05  -5.28  -5.34  -5.52  -6.51  -1.86  -2.61  -4.30  -5.53  -4.08
198206   2.09   2.15   2.69   1.77  -0.19   1.56   2.91  -0.73  -4.87  -2.87  -2.91  -6.70  -6.27  -2.03   3.97  -1.09  -8.58  -5.80  -6.47  -2.24  -2.55  -2.61  -2.24   0.25   0.85  -0.55   3.45   1.71  -2.53  -3.36
198207   0.61   8.67  -5.50  -1.03  -1.45   1.73  -0.89   0.85  -4.42   1.46  -2.21  -4.61  -5.82  -1.57  -3.75   3.27  -7.35 -10.67  -7.93  -2.61   1.17  -1.00   2.01  -2.13  -6.06  -1.44   0.54  -0.11  -3.07  -0.23
198208   7.17   4.05  13.47   2.68  11.85  12.38  11.61  12.38  15.17   8.98  14.82  13.32  11.22  15.19  15.66  19.40  20.86  10.76   9.81  11.91  10.84  11.78  12.75  15.14  11.29  16.27  11.63  11.85  11.45   9.95
198209   3.48   6.18   4.43  -0.08   8.52   0.39  11.24   1.37  -0.41   2.65   0.94  -5.19  -4.81  -2.57  -1.54   0.08  -0.73  -2.59   1.99   1.09   1.05   5.80   0.90   0.09  -2.75   4.01   5.70   1.18   6.03   2.63
198210   7.09   6.97  12.16  20.30  16.23  11.88  11.97   8.35  12.48  16.77  19.47   9.31  11.31  17.87  17.32  13.61  14.53   9.21   5.58   4.89   8.18  17.71  16.42  15.78  17.96  18.06  17.19  12.51  15.11  15.05
198211   4.55   7.06  -2.02   7.99  10.58   8.79   9.95   5.31   3.07   3.96  11.57   3.65   4.75   7.19   8.39   3.15   3.87  -0.38  -4.44   0.10   6.02  10.54  10.43   5.10  11.31  11.13  11.96   6.06   6.56   8.63
198212   1.12  -3.95  -0.38 -13.74   3.46  -1.25  -0.12   0.56  -1.98   4.57   3.11   5.69   4.58   1.48   6.08   2.44  12.97   1.41   5.51   4.29  -1.22  -0.16   3.08   0.68  -0.85   0.11  -3.01  -1.38  -2.33   0.43
198301  -0.65   1.65  -1.38   4.74  -3.02   3.71  -2.23   1.43   9.16   4.26   3.28   8.08   6.03   6.60   2.36   8.30  16.94   7.10   3.65   3.64  12.34   8.02   8.25   1.61   6.69   4.82   0.78   0.19   0.46   6.21
198302   1.08   4.68   2.03   9.39   8.55   4.54   8.84   2.80   4.16   5.98   4.48   3.94   0.78   5.28   0.45   6.48 -15.02  -7.95  -0.31   1.45  -0.29   6.49   3.54   5.87   5.82   8.83   7.46   9.42   5.53   4.72
198303   5.57  11.21   5.70  -3.77   8.52   0.43  12.46   4.63   1.15   8.03   5.43   2.93   0.59  -1.75  -0.81   5.70   3.56  -0.07   6.05   0.30   0.71   2.39   0.69   2.52   1.62   3.59  10.58   4.05   6.88   2.13
198304   5.21   5.38   4.54   5.43   8.90   6.04   9.04   5.12   8.75   6.81   4.50   3.05   5.75   0.71  16.02   6.53   9.64   2.69   9.52   4.78   5.13   6.43   7.53   8.10   3.37   6.71   9.70   7.00   9.12   9.05
198305  -0.69  -3.31  -4.90   6.70   0.20  -5.90   0.21  -2.66   4.38   2.33   2.07   9.51   4.99   7.05  -1.49   1.17  10.77  11.26   1.21   2.63  -1.26   3.94   2.43   1.94   4.64   2.18   0.01   3.41   0.62   6.27
198306   1.33  -0.01  -0.41   5.10   6.03   4.24   8.15   6.89   0.96   7.39  -0.69  -1.98   3.67   7.05  10.41   6.79  -1.92   9.04   6.46  -0.41   0.22   3.75   6.30  -1.53   8.20   6.97   6.18   7.98   0.27   4.00
198307  -2.53  -0.36   1.17  -6.40  -4.05  -6.06  -5.66  -5.63   0.14  -0.67  -3.65  -0.77  -2.42  -7.30  -1.61  -5.18  -0.44  -1.38  -2.32   1.04  -5.17  -8.34  -4.65  -1.88  -5.03  -7.18  -2.19  -5.54  -2.89  -2.35
198308   2.03   3.22   5.67  -2.00  -2.05  -1.22  -6.50  -1.08   6.89  -0.29  -4.06   7.82  -1.57  -2.18  -3.24  -5.76   1.82   1.15   7.26   1.51   2.19  -2.45  -0.89  -0.34  -2.37  -2.56  -5.40  -3.50   0.76  -5.57
198309   5.24   4.72   8.53   2.40   3.68   3.10   1.11   1.28  -0.16   1.85   3.40  -2.42   3.95   3.36   4.78   5.58 -10.33   4.14  -4.93   4.66   2.26   1.97   2.37   3.11   1.29   2.69   1.99   3.73   1.99   2.48
198310   3.47  -2.73   2.66  -4.29  -5.15  -1.39  -4.58  -2.14  -2.87  -4.18  -4.51  -5.21  -4.80  -2.48   2.40  -3.03 -11.62  -6.74  -2.05   3.07  -5.22 -10.10  -6.10   0.56   1.64  -5.18  -0.92  -2.96  -2.96  -7.42
198311   3.32  -3.47   0.79   2.11   2.70   8.40   1.10  -3.00   2.44   8.83   7.76   9.49   5.93  10.85  -0.01   9.95  10.41   3.26  -0.60  -1.57   3.17   6.04   1.68   8.78   7.11   4.68   4.23   5.38   3.95   4.01
198312   0.03  -2.68   3.39   3.10  -2.13   0.25  -3.26  -3.60  -3.06  -1.77  -1.20   1.14   1.14  -0.41   0.72  -1.34  -1.92  -6.12   1.99  -3.63  -1.52  -2.59   0.99  -1.93  -0.91  -1.07  -6.02  -4.37  -0.74  -2.46
198401   1.36  -1.59   4.89  -2.98  -4.77  -5.69  -7.31  -0.61  -4.22  -4.30  -3.20  -1.94  -1.09  -4.56  -4.03  -2.27   0.70   0.84  10.07   1.49   4.06  -7.98  -5.91  -4.71  -4.19  -4.20  -6.33  -4.21  -0.50  -4.83
198402  -4.09  -7.39  -7.66  -7.78  -7.83  -5.41  -1.85  -1.99  -7.21  -7.78  -6.60  -7.78  -7.47  -7.38  -6.70  -6.99   5.29  -4.66   3.96  -3.36  -3.70  -6.50  -5.83  -4.50  -7.53  -4.63  -4.36  -5.72  -4.56  -6.86
198403   1.67  -1.48  -1.79   6.56   5.83   2.52   0.41  -0.70   6.08  -2.40   4.43   5.90   4.71  -0.48  -2.44  -3.62   4.19   2.54   0.14  -0.23  -4.21   1.45   2.08   4.66   1.50   3.20   0.36   3.89   2.10   0.69
198404   0.30  -0.47  -1.39  -1.04   2.36  -0.09  -0.66   2.34   1.07   0.37  -2.18  -5.59  -1.33   3.14   1.12   1.98  -6.11   2.13   4.09  -0.40   2.18  -3.20  -0.03   0.20  -3.91  -0.78   0.75  -1.81  -1.18  -0.09
198405  -2.07  -0.26  -0.76  -5.58  -2.91  -2.03  -6.16  -6.45  -6.72  -4.30  -9.08  -9.48  -7.27  -8.63  -5.78  -2.42  -5.15  -3.46  -5.08  -0.83  -3.49  -5.24  -5.22  -6.73  -4.72  -7.05  -5.01  -3.18  -7.40  -7.26
198406   6.72   0.77   6.72   0.42   8.07   3.30   4.47   3.85   0.16   2.47   1.49  -1.51  -0.79   5.11   3.89   9.86  -9.75  -4.79  -2.19   0.47  12.26   7.01   1.37   5.98   2.52   6.18   7.59   7.39   2.28   4.96
198407  -1.03  -2.87   0.40  -1.79  -1.24   0.05  -5.56  -3.81  -2.30  -8.51  -2.30  -9.20  -5.25  -2.42   4.15   3.41 -15.71  -7.66  -7.15  -0.03   2.89  -6.16  -1.31   1.81  -2.71  -3.83   1.05  -1.86  -0.64  -1.74
198408   7.34   5.86   9.80  11.39  11.45   7.42   9.92  10.29  13.67   8.21  12.80  13.97  12.47  14.98   9.68  14.58  18.28  11.20  13.77   7.75   7.15  14.59  13.62  10.86  10.88  13.86   9.11   7.54  11.02  11.01
198409   2.85   1.03   4.02  -3.64  -1.59  -1.62  -1.03  -4.39  -3.05  -3.17   0.41  -3.40  -1.64  -5.93   2.44  -2.69  -1.50   0.68   2.13   4.81   4.04  -3.22  -3.66  -4.38   0.59  -0.24   0.30  -1.05   3.22  -1.51
198410   1.68   4.72   3.17  -2.00  -0.51   1.46  -1.43   1.60  -1.30   1.70   0.78  -1.83  -3.01   0.76   2.11   5.88  -8.01  -7.60  -4.47   3.31  -3.52  -2.07  -0.04   2.92   2.48   0.68  -1.22   0.36   1.20   0.60
198411  -0.25  -0.11   1.71  -3.12   0.83  -0.80  -0.55  -0.04  -0.60   0.24   0.16  -1.10  -2.09  -4.29  -2.79  -5.55  -0.22   4.48  -1.05   3.03   0.47  -4.48  -3.60  -0.82  -1.79  -1.92  -2.76  -4.18   0.28  -2.54
198412   2.58   1.55   1.66   1.36   4.78   2.83   0.20   2.84   0.60   2.68   1.53   2.33   1.07   4.52   4.50   4.31  -7.50  -5.29  -0.52   2.63   5.32   3.68   2.30   2.49   3.91   3.37  -0.12   2.45   4.45   3.05
198501   0.77   5.26   2.35  13.85  11.55   7.50  12.54   8.24   7.09   8.49  11.91  10.53  11.68  13.43   8.88  10.11  12.42   7.85   6.50   2.40   5.25  15.70  11.83   6.71   9.81  15.65  12.73  11.03   8.88  11.40
198502   6.09   1.43   9.83   2.91   1.88   0.69   1.78   3.61   2.24   3.29   0.00  -0.38   0.19  -1.09  -2.35   5.97  -2.67  -0.88   3.85   1.39   3.37   2.90  -1.73   0.41   2.70   0.19   2.33   4.08   2.15   3.30
198503   6.97   4.28   3.14   0.84   4.31  -3.02   0.57   3.00  -2.19  -3.72  -4.80  -3.34  -4.25  -5.34  -4.91  -4.11   8.31  -3.28   1.60   6.12   4.46  -3.71  -5.89  -2.10  -3.16  -0.74  -0.68   1.28   0.09  -1.30
198504  -1.78   1.47  -8.18  -0.80   0.35  -1.06   0.30  -1.70   0.79  -2.82  -2.04  -4.84  -3.29  -2.42  -4.27  -3.33  -2.72  -1.75   3.91   1.62  -0.71  -2.15  -3.48  -0.20  -3.37  -0.44   0.35   0.64   2.56  -1.18
198505  11.54   8.45   0.01   6.00   7.12   4.66   9.65   9.54   7.79   3.61   6.63   1.62   3.32   7.04   7.48   8.83  -0.36   5.67   0.61   5.50   8.35   4.39   2.97   4.04  11.33   5.19  11.39   6.59   6.25   7.05
198506   3.25   3.68   2.79   6.91   2.13   2.59   0.99   2.32   1.34   3.57   1.74  -0.67   0.13   1.54   0.71   1.17  -2.08  -4.58  -0.76   3.62   4.50   1.74  -0.98   2.84   3.53   2.79   1.35   0.35   2.96   3.05
198507  -2.93   1.18  -5.22  -0.54  -3.45   2.53   1.88  -0.46   4.14   3.78   2.96   7.73   4.05   4.26   1.05   3.53  10.18   3.66  -0.35  -4.70  -4.56   2.06   4.61   3.83   3.86   0.26  -5.66  -0.42  -1.32   3.37
198508   2.69   2.25  -2.26   3.21  -1.72  -2.31   2.57  -0.81  -1.18   0.83  -2.38  -1.87  -2.58   0.46  -1.53  -0.14  -0.89   1.69   1.41   1.92   0.53  -1.53  -2.44  -1.48  -1.44  -0.95  -0.32  -1.96  -0.40  -0.34
198509   4.56  -0.75  -5.94  -3.25  -5.27  -3.07  -3.05  -3.92  -3.44  -0.78  -4.28  -4.46  -4.43  -3.30  -2.39  -7.99 -10.06   0.41  -1.36  -5.31  -4.17  -6.75  -4.53  -3.86  -6.69  -4.33  -4.19  -3.90  -4.44  -6.42
198510   3.97   5.64  -1.39   3.80   3.78   4.53   7.03   3.16   5.02   8.17   2.78  -4.32   1.89   4.74   1.70  -0.28  -2.35   2.08   6.30   6.31   4.04   4.36   2.93   2.91   2.19   3.83   8.27   2.59   7.65   2.72
198511  10.29   2.43  10.03   6.57   7.15  11.60   8.28   9.75   5.80   4.07   9.15   5.98   7.72   7.33   8.21   6.22   5.73   2.34   0.52   4.24   7.39   8.69   8.62   8.60   6.48   8.60   7.43   9.30   7.62   7.30
198512   2.64  12.08   9.83   4.74   6.74   6.01   2.15   3.50   6.61   7.61   4.96   2.74   3.83   3.06   5.54   3.02  -3.15  -2.99  -3.10   4.85   6.19   5.82   8.50   4.91   1.52   6.18   4.15   3.95   4.96   6.17
198601   1.59  -0.86   5.55   3.28   0.13  -0.95   5.22   1.09   1.85   3.10   1.87   2.69   2.01   0.28   4.85  -0.15   3.32  -2.52  -6.87   3.78  -3.95   0.37  -0.16   3.69   5.62   2.71   1.65   0.92   3.49   3.24
198602   9.30   7.71  12.20   9.17  13.05  10.74   9.33   6.13  12.04  10.24  12.58   5.31   8.40   8.74  10.92  10.66  -4.79  -2.68   0.78   6.56   7.39   7.92   4.81   9.62   6.98   8.88   7.19   9.68   8.62   9.43
198603   8.53   9.17  11.52   6.40   6.09   5.57   6.17  12.02   5.46   8.12  10.78   3.86   4.80   3.90  10.78   6.19   1.36  12.22   0.05   3.95   3.82   4.08  -0.18   4.84   3.17   7.22   9.09   6.54   5.88   5.52
198604   1.26  -2.92   3.64   6.70  -0.95  -1.66  -2.78   0.70   1.38  -1.75  -2.50  -5.38  -0.87  -0.81  -7.74  -4.73  -5.11  -4.98   0.76  -3.90   2.44   3.81   3.67  -1.96  -2.61   1.63  -0.70   4.32  -3.31  -1.64
198605   7.98   6.37  10.16   4.91  10.57   4.61   9.78   7.27   5.98   4.00   4.12   1.60   0.87   1.63   3.34   2.08   3.31   1.68   7.40   3.63   4.81   3.82   0.72   5.73   0.74   5.52  11.92   5.68   4.98   7.00
198606   6.76   8.81   9.45   2.80   2.38   1.74   4.34   5.64   0.17   5.03  -0.87  -3.40  -3.71  -4.00  -0.36   1.11  -4.78  -3.68  -2.27   5.07   5.42   0.13  -4.18   1.04  -2.03   0.92   4.73   1.94   2.00   0.19
198607  -5.02  -2.99  -2.70 -12.52  -7.99  -7.84  -8.77  -5.32  -6.21  -7.52  -8.05 -15.62  -9.06  -7.31  -8.35  -8.72  -2.39  -3.96  -5.18   5.13  -3.02 -10.76  -7.77  -4.44  -9.75  -9.54  -9.37 -11.24  -5.43  -7.72
198608   2.79  -1.43   4.47   1.54   2.57   4.34   2.99   4.01   5.99   1.21   8.68   8.72   6.59   8.00   7.53   5.12  16.00   9.30  16.66   7.91   6.87   5.74   7.12   8.13   6.42   2.36   1.47   1.18   7.10   8.17
198609 -12.21  -8.10 -11.19  -9.76 -10.61  -9.46  -9.74 -12.54  -5.31  -6.45  -5.88   2.05  -6.28  -7.39  -6.98  -7.61   4.89  -4.63  -0.87  -9.09  -9.29  -8.13  -6.91  -7.00   2.41  -8.61  -8.41  -8.12 -10.28  -9.65
198610  10.88   7.55  10.78   6.65   6.14   8.15   8.15   7.94   8.52   5.46   5.77   2.95   2.97   4.39   8.95   1.61  -0.60  -1.19   1.96   5.24   4.66   7.45  -0.38   6.50   6.34   6.06   7.96   6.72   3.52   8.46
198611   0.52   0.80  -0.09  -2.99   0.74   6.22   0.69   1.36   3.91   8.87   2.87  -5.57   2.98   2.91   1.92   2.69   2.40   2.28   3.27   0.55   3.94   2.26   3.71   2.50  -0.29   1.18   2.02   0.77  -0.89   2.58
198612  -2.96  -2.29  -2.43  -4.95  -2.29   1.02  -7.14  -1.24  -3.77   0.79  -1.80  -3.12   0.70  -5.86  -4.62  -3.76  -1.92  -4.59  -0.44  -3.30  -3.72  -1.79  -3.75  -0.22  -5.07  -3.48  -7.14  -4.28  -2.33  -5.46
198701  12.53  22.02  21.37  19.57  13.56  14.20  11.70  13.16  15.17   7.77  17.07  13.64  14.18  16.77  19.33   4.36  14.38   6.69  14.19   9.30   5.31  19.35  15.85  20.23   6.87  11.74  10.34  11.19  10.47  17.16
198702   4.42   3.35  -2.84   9.19   9.72   3.90  13.44  11.24   5.64   6.64   4.62   7.85   6.99   4.93   3.37   6.92  14.61  -0.25  -1.67  -2.14   0.04   6.22   9.56   1.37   4.93   5.38  11.66   9.92   3.94   4.57
198703   2.27   0.86   0.75   2.25  -0.43   2.06   1.15   0.17   5.35   1.92   4.45   7.10   1.98   0.40   6.91  -2.58  19.12  -0.55  12.47  -1.67   1.43   0.31   2.67   4.10  -1.92   1.59   1.94   4.13  -1.45   3.69
198704  -5.73   4.21  -2.93   2.86  -4.07  -2.39  -4.59  -2.45   1.49   6.21  -3.55   3.48  -0.17  -0.64   8.19 -10.51   4.03  -1.38   0.29  -4.32  -2.42  -0.96   4.65  -3.16  -1.53  -4.14  -2.45  -1.24  -4.93  -2.55
198705   3.56  -4.50   1.22  -0.37   3.94   1.34  -1.34   1.24   0.40   8.98  -2.66   3.93   3.70  -0.05  -2.44   0.49  -4.17   4.88   2.94  -1.85   3.33   1.47  -0.06  -3.75   6.71  -0.77   0.56  -0.06  -0.74   6.43
198706   6.75   2.10   5.76   5.27   8.30   5.24   9.53   4.78   4.78   0.88   5.94   3.42   3.05   4.20   2.33   5.20  -2.23   1.98   6.08   3.39   7.04   2.20   0.33   6.49   5.64   3.68   7.50   2.12   4.95  -0.04
198707   3.01   8.43   9.28   5.91   8.53   5.04   4.90   5.77   5.86   4.75   7.22  19.09  11.92   4.73   6.61  10.65  18.01   5.28   3.16  -1.68   6.01   1.10   1.43   4.48   4.18   4.53   6.71   2.71   1.91   7.94
198708   3.18   2.08  18.63   5.74  -0.39   5.49   1.01   2.21   2.39  -1.99   2.32  -4.17   1.29   4.70   4.46   1.05  -3.73   5.93   1.88   3.71   5.11   6.44   7.12   6.72   0.00   2.43   3.37   2.52   5.82   2.63
198709  -2.89   0.68   0.32  -2.07  -2.87  -1.04  -8.12  -2.54  -0.52  -1.48  -0.86   3.65   3.89   2.23  -6.80  -2.22   4.89  -5.85  -3.82  -2.31   2.99   1.27  -3.48   0.82  -1.85  -3.48  -7.10  -4.74  -2.26  -3.31
198710 -17.53 -18.07 -21.79 -32.82 -22.75 -21.65 -30.85 -20.45 -28.00 -32.51 -28.24 -30.51 -31.14 -32.20 -28.33 -30.50 -32.15 -30.21 -18.28  -6.93 -12.39 -28.06 -25.43 -27.16 -27.92 -28.76 -29.12 -23.60 -21.17 -27.38
198711  -8.02  -4.84  -8.25  -8.11  -8.18 -10.28 -12.34  -9.31  -5.65  -5.36  -4.78   2.32  -1.29  -6.74  -5.72  -9.00   6.78  -2.42 -10.63  -2.52  -8.94  -8.96  -9.80  -3.19  -8.36  -4.52  -9.28  -6.93  -7.17  -7.23
198712   6.79  12.67   4.34  13.45   8.68   7.14   7.80   5.34  14.45  14.09   8.66  10.42  11.47  13.56   9.61   6.40   5.13  10.76   6.75   0.57   4.27  16.29  11.01  10.90   7.19  10.45   7.94   8.29   3.59  12.32
198801   3.43  -0.26   2.97  -0.95   1.95   1.05   8.19   6.36  -2.26   0.91   3.74  -2.97   2.51  -0.18   6.94  13.63  -8.84   0.22   8.53   9.77   9.77  -1.28  -2.33  -2.83   4.18   3.38   7.01   4.46   8.88   2.01
198802   4.20   5.47   6.14  10.32   7.22   2.93  11.73   4.20   8.12  23.11  12.17   9.56  10.35   7.68   7.54   4.94   8.15   9.09   3.55  -1.42   1.32   6.20   7.38   8.42   8.71   8.37  11.89   5.91   3.05   3.58
198803  -0.57   0.58  -3.43  -3.19  -4.46  -6.11  -0.43  -2.52  -2.00   9.06   1.35  -3.64   4.47  -4.05   0.93  -0.05   9.05   5.18   2.59  -3.18  -3.83  -0.63  -5.31  -3.24   3.77   2.38  -1.31  -1.70  -2.61  -0.67
198804   0.55  -2.30  -0.06   2.80  -0.82   0.22  -0.15  -2.00   1.79   0.06   1.50   5.86   2.52   1.36   3.42   1.91   1.28   6.60   4.63  -0.29   0.68  -0.69   3.00   1.12  -1.67   0.77   2.27   0.35  -0.44  -0.33
198805   0.53  -2.30  -3.84  -0.78   0.16   1.85  -2.21  -0.25  -1.97   2.21  -1.38  -0.46  -0.54  -1.07   1.36   2.15   0.66  -0.38  -0.42   3.59   2.17  -1.93  -1.31  -0.53  -1.59  -1.84  -1.46  -0.57   2.01  -1.88
198806   1.02   8.85   1.96   8.37   6.03   4.16   7.48   2.68   9.55   4.45   9.22   6.41   5.87   8.70   8.20   4.76   1.58   0.32  -2.13   3.22   3.01   7.64   9.25  12.07  11.16   7.37   6.93   5.64   5.53   6.79
198807   2.79  -2.93   6.56  -0.44  -0.25   0.50   0.44   0.49  -3.98   0.55  -2.85   1.45  -3.07  -3.82  -0.53   0.10  -0.69  -3.41   3.72  -0.26   0.01  -3.46  -5.00  -2.95  -2.38  -1.91  -0.41  -2.15   0.25  -2.55
198808   0.56   1.32  -0.15  -3.85  -3.31  -3.01   3.07  -1.04  -4.03  -3.05  -3.97  -4.88  -5.44  -6.26  -6.50  -3.33  -4.17  -5.29  -1.46  -0.13  -3.07  -4.81  -8.29  -3.89  -2.85  -2.92  -2.58  -2.95  -0.07  -1.72
198809   5.30  10.10   8.26   3.08   6.91   4.84   0.09   3.86   2.03   3.56   0.11   0.84   1.62   6.50   3.80   5.89  -2.83   3.62  -2.55   2.72   7.36   4.27   2.65   3.37   7.13   4.51   8.88   9.81   3.92   8.56
198810  18.25   0.40   0.39   1.87   1.29   2.64   0.92   1.22   0.93   1.30  -0.27   4.27   0.05  -1.02   4.41   1.54  -0.13   2.05   1.89   2.53   2.79  -0.62   0.32  -0.96   1.03   0.46   2.21  -0.65  -0.17  -2.17
